No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
1167,2016,2,18,15,9,14,2,6,300,92,8.5,1016,-17.6,0,WNW,5.3,Aotizhongxin
1168,2016,2,18,16,9,17,2,7,300,94,8.2,1016.1,-17.8,0,NW,6.8,Aotizhongxin
1169,2016,2,18,17,13,16,2,9,300,91,8.1,1015.9,-17.9,0,NW,4.5,Aotizhongxin
1170,2016,2,18,18,14,23,2,18,400,81,7.5,1016.7,-17.5,0,NW,4.1,Aotizhongxin
1171,2016,2,18,19,17,30,2,37,500,60,7,1018.2,-17.2,0,NW,1.8,Aotizhongxin
1172,2016,2,18,20,17,32,2,49,600,47,5.6,1019.1,-15.7,0,ENE,2.1,Aotizhongxin
1173,2016,2,18,21,23,40,7,47,700,46,5,1019.7,-16.2,0,NNE,1.1,Aotizhongxin
1174,2016,2,18,22,32,44,14,62,1100,26,4.4,1020.3,-14,0,E,1.3,Aotizhongxin
1175,2016,2,18,23,32,34,6,56,900,29,3.4,1020.4,-13.4,0,ESE,1,Aotizhongxin
1176,2016,2,19,0,25,25,3,45,700,38,3.2,1020.5,-14,0,ENE,1,Aotizhongxin
1177,2016,2,19,1,20,22,2,25,700,56,3.3,1020.8,-14,0,NE,1.1,Aotizhongxin
1178,2016,2,19,2,22,22,2,29,800,51,2.2,1021,-12.4,0,WSW,0.4,Aotizhongxin
1179,2016,2,19,3,22,22,2,37,700,40,2.2,1020.8,-11.7,0,ENE,1.3,Aotizhongxin
1180,2016,2,19,4,22,22,2,42,700,NA,1.8,1020.9,-13.6,0,NE,1.2,Aotizhongxin
1181,2016,2,19,5,16,16,2,30,800,50,-0.1,1021.2,-12.4,0,NE,0.9,Aotizhongxin
1182,2016,2,19,6,18,19,2,29,700,46,0.4,1021.6,-11.3,0,ENE,1.4,Aotizhongxin
1183,2016,2,19,7,17,24,2,60,900,15,0.8,1022.2,-11.9,0,ENE,1,Aotizhongxin
1184,2016,2,19,8,15,24,3,50,900,28,1.4,1023,-12.4,0,NE,0.7,Aotizhongxin
1185,2016,2,19,9,18,26,3,54,900,25,2.2,1023.5,-12.4,0,ENE,1.9,Aotizhongxin
1186,2016,2,19,10,26,85,NA,36,700,43,4.1,1024,-13.7,0,NW,2.2,Aotizhongxin
1187,2016,2,19,11,24,81,6,14,400,73,4.7,1024.3,-15.8,0,WNW,4.2,Aotizhongxin
1188,2016,2,19,12,21,61,4,9,300,82,5,1024.1,-16.8,0,WNW,5.9,Aotizhongxin
1189,2016,2,19,13,19,57,4,7,300,84,5.6,1024,-16.9,0,NW,5.3,Aotizhongxin
1190,2016,2,19,14,17,35,2,6,300,87,5.6,1024,-19.9,0,NNW,4.5,Aotizhongxin
1191,2016,2,19,15,7,17,2,5,200,87,5.5,1024.1,-20,0,NW,3,Aotizhongxin
1192,2016,2,19,16,8,16,2,5,200,87,5.1,1025,-21.1,0,NNW,3.7,Aotizhongxin
1193,2016,2,19,17,7,16,2,7,200,83,4.4,1025.9,-20.1,0,NNW,4.2,Aotizhongxin
1194,2016,2,19,18,6,19,2,9,200,79,3.1,1027,-21.9,0,N,3.3,Aotizhongxin
1195,2016,2,19,19,7,17,3,12,300,73,2.1,1028.1,-21.2,0,NNE,3.2,Aotizhongxin
1196,2016,2,19,20,9,18,6,14,400,70,1.8,1029,-20.7,0,N,3.1,Aotizhongxin
1197,2016,2,19,21,10,20,9,16,400,66,1.1,1029.6,-20,0,N,3.3,Aotizhongxin
1198,2016,2,19,22,10,13,7,16,300,65,0.1,1029.9,-20.3,0,NE,2.2,Aotizhongxin
1199,2016,2,19,23,9,14,5,23,400,57,-0.3,1029.9,-20.6,0,NNE,2.5,Aotizhongxin
1200,2016,2,20,0,11,11,7,24,400,55,-1.8,1029.7,-19.3,0,NE,1.7,Aotizhongxin
1201,2016,2,20,1,8,10,7,14,400,64,-1.8,1029.5,-18.8,0,NE,1.8,Aotizhongxin
1202,2016,2,20,2,6,10,6,16,400,61,-2.4,1029.3,-18.5,0,NE,1.2,Aotizhongxin
1203,2016,2,20,3,4,10,6,10,400,64,-1.8,1029.1,-18.4,0,NNE,1.5,Aotizhongxin
1204,2016,2,20,4,10,10,5,14,400,59,-1.4,1029,-18.5,0,NNW,2.6,Aotizhongxin
1205,2016,2,20,5,4,13,7,11,400,64,-1.8,1029.2,-18.8,0,NW,2.2,Aotizhongxin
1206,2016,2,20,6,5,9,6,10,400,67,-1.9,1029.1,-20.9,0,NW,2.5,Aotizhongxin
1207,2016,2,20,7,7,13,6,10,300,70,-2.1,1028.8,-23.3,0,WNW,4.2,Aotizhongxin
1208,2016,2,20,8,7,17,5,10,300,72,-1.6,1029.2,-22.9,0,NW,5.2,Aotizhongxin
1209,2016,2,20,9,9,16,6,8,400,74,-1.3,1029.7,-23.3,0,NW,4.1,Aotizhongxin
1210,2016,2,20,10,NA,NA,NA,NA,NA,NA,-0.2,1029,-23.1,0,WNW,4.5,Aotizhongxin
1211,2016,2,20,11,8,11,5,5,300,79,0.1,1028.3,-23.6,0,NW,5.1,Aotizhongxin
1212,2016,2,20,12,9,9,4,5,300,81,1,1027,-22.8,0,NW,6,Aotizhongxin
1213,2016,2,20,13,10,10,6,6,300,81,1.7,1025.6,-22.2,0,NNW,5.4,Aotizhongxin
1214,2016,2,20,14,18,18,6,6,300,84,2.9,1023.9,-22.1,0,NW,3.6,Aotizhongxin
1215,2016,2,20,15,20,23,7,8,400,87,3.3,1022.8,-21.7,0,NW,4.1,Aotizhongxin
1216,2016,2,20,16,17,21,5,8,300,89,3.5,1022.2,-22.4,0,NW,2.9,Aotizhongxin
1217,2016,2,20,17,17,22,4,8,300,90,3.2,1022.1,-21.8,0,NW,3.5,Aotizhongxin
1218,2016,2,20,18,17,26,4,11,400,86,2.4,1022.1,-21.7,0,W,2,Aotizhongxin
1219,2016,2,20,19,16,31,6,28,500,65,1.5,1022.8,-21.7,0,W,1.5,Aotizhongxin
1220,2016,2,20,20,20,31,6,51,500,38,-0.5,1023,-20.2,0,W,1.3,Aotizhongxin
1221,2016,2,20,21,20,31,8,60,600,28,0.7,1023,-21.6,0,SW,1.9,Aotizhongxin
1222,2016,2,20,22,35,45,13,65,800,24,-0.6,1023,-20.3,0,E,1,Aotizhongxin
1223,2016,2,20,23,36,50,13,64,900,23,-3.5,1023.1,-16.5,0,ESE,1.1,Aotizhongxin
1224,2016,2,21,0,37,45,16,78,1100,9,-3.4,1022.8,-15.1,0,E,1,Aotizhongxin
1225,2016,2,21,1,56,75,33,82,2000,7,-3.6,1023,-13.8,0,ENE,0.9,Aotizhongxin
1226,2016,2,21,2,69,94,45,81,2500,7,-4.5,1023.1,-13.4,0,NE,1.3,Aotizhongxin
1227,2016,2,21,3,67,79,40,76,2200,7,-3.6,1022.9,-15,0,E,1.2,Aotizhongxin
1228,2016,2,21,4,45,49,15,53,1400,NA,-5.7,1022.8,-13.3,0,E,1.2,Aotizhongxin
1229,2016,2,21,5,34,39,9,53,1200,21,-6.7,1022.9,-13.6,0,ENE,0.9,Aotizhongxin
1230,2016,2,21,6,42,47,10,64,1400,7,-7,1023.7,-13.5,0,NW,0.1,Aotizhongxin
1231,2016,2,21,7,41,45,8,63,1400,5,-7.3,1024,-13.5,0,E,0.9,Aotizhongxin
1232,2016,2,21,8,39,46,12,60,1700,9,-5.3,1024.4,-13.6,0,ENE,1.4,Aotizhongxin
1233,2016,2,21,9,30,42,14,41,1200,27,-3.4,1024.6,-13.9,0,E,1.5,Aotizhongxin
1234,2016,2,21,10,60,72,29,52,1700,25,-1,1024.3,-13.9,0,E,1.4,Aotizhongxin
1235,2016,2,21,11,94,103,35,66,2300,23,1.1,1024.2,-13.8,0,SE,1.4,Aotizhongxin
1236,2016,2,21,12,125,131,40,78,2700,26,3,1023.3,-14.2,0,S,2.2,Aotizhongxin
1237,2016,2,21,13,107,116,36,57,1900,49,4.4,1022.4,-12.6,0,SW,3,Aotizhongxin
1238,2016,2,21,14,77,105,32,34,1100,70,4.9,1021.1,-11.3,0,SSW,2.7,Aotizhongxin
1239,2016,2,21,15,89,115,37,32,1000,72,5.1,1020.1,-11.1,0,SSW,2.1,Aotizhongxin
1240,2016,2,21,16,81,131,26,30,900,74,5.4,1019.8,-10.8,0,SSW,3.5,Aotizhongxin
1241,2016,2,21,17,83,148,27,32,900,67,5,1019.9,-10,0,SW,2.2,Aotizhongxin
1242,2016,2,21,18,87,149,26,38,1000,57,4.6,1020.7,-10.3,0,SSW,3,Aotizhongxin
1243,2016,2,21,19,97,157,33,48,1200,43,4.1,1020.7,-9.3,0,SSW,2.5,Aotizhongxin
1244,2016,2,21,20,111,172,38,50,1300,38,3.3,1020.8,-9,0,WSW,2.6,Aotizhongxin
1245,2016,2,21,21,130,185,42,55,1400,31,2.8,1021.3,-8.9,0,SSW,1.2,Aotizhongxin
1246,2016,2,21,22,137,184,45,61,1600,24,1,1021.4,-9.9,0,ESE,2.1,Aotizhongxin
1247,2016,2,21,23,136,176,46,70,1900,15,-0.3,1021,-8,0,E,1.8,Aotizhongxin
1248,2016,2,22,0,109,135,38,75,2400,6,-0.9,1020.9,-7.5,0,ESE,2.4,Aotizhongxin
1249,2016,2,22,1,118,133,23,76,2400,5,-0.9,1020.9,-7.1,0,NNE,1.1,Aotizhongxin
1250,2016,2,22,2,126,129,18,73,2200,4,-1.5,1021,-6.8,0,ENE,1.6,Aotizhongxin
1251,2016,2,22,3,127,131,16,70,2400,4,-2.8,1020.8,-7,0,ENE,0.9,Aotizhongxin
1252,2016,2,22,4,120,125,21,69,2500,4,-3.2,1020.3,-6.8,0,ENE,0.8,Aotizhongxin
1253,2016,2,22,5,126,129,25,71,2400,4,-4,1020.5,-6.6,0,NE,0.1,Aotizhongxin
1254,2016,2,22,6,124,127,27,71,2500,4,-4.6,1020.8,-7.4,0,E,0.3,Aotizhongxin
1255,2016,2,22,7,132,139,26,74,2800,4,-4.9,1021.5,-7.5,0,NE,0.1,Aotizhongxin
1256,2016,2,22,8,134,148,29,74,2900,5,-3.8,1022.2,-6.7,0,E,0.9,Aotizhongxin
1257,2016,2,22,9,153,166,47,68,2600,10,0.7,1022.6,-7.1,0,NE,1.4,Aotizhongxin
1258,2016,2,22,10,168,173,55,65,2600,18,2.5,1022.7,-8.5,0,ENE,2.4,Aotizhongxin
1259,2016,2,22,11,140,140,44,46,1800,41,5.5,1022.5,-13,0,N,4.2,Aotizhongxin
1260,2016,2,22,12,68,72,20,27,1000,65,6.6,1022.4,-16.8,0,NW,5.4,Aotizhongxin
1261,2016,2,22,13,16,31,5,12,500,83,7.7,1022.3,-18.2,0,NW,4.8,Aotizhongxin
1262,2016,2,22,14,18,46,5,12,500,86,7.8,1022.1,-19.9,0,NW,6.6,Aotizhongxin
1263,2016,2,22,15,16,34,3,11,400,88,7.4,1022.4,-20.2,0,NW,6.3,Aotizhongxin
1264,2016,2,22,16,86,86,3,11,400,87,7.1,1022.9,-19.5,0,WNW,5.8,Aotizhongxin
1265,2016,2,22,17,NA,45,2,12,400,84,6.3,1023.6,-20.2,0,NW,7,Aotizhongxin
1266,2016,2,22,18,4,36,2,14,400,82,5.3,1025,-19.3,0,NW,4.6,Aotizhongxin
1267,2016,2,22,19,14,44,4,18,400,75,4.6,1026.3,-18.4,0,NW,4,Aotizhongxin
1268,2016,2,22,20,18,57,7,15,400,75,3.6,1027.7,-17.3,0,NW,4,Aotizhongxin
1269,2016,2,22,21,29,69,12,20,500,67,2.6,1029.6,-15.5,0,N,4.1,Aotizhongxin
1270,2016,2,22,22,28,61,12,22,500,62,1.5,1030.6,-15.5,0,NNE,3.7,Aotizhongxin
1271,2016,2,22,23,33,59,13,21,500,61,1,1031.3,-16,0,NNW,3.5,Aotizhongxin
1272,2016,2,23,0,23,35,10,18,500,63,0.4,1031.7,-16,0,NW,4.4,Aotizhongxin
1273,2016,2,23,1,16,30,9,17,500,63,0.6,1032.3,-15.9,0,NW,3.2,Aotizhongxin
1274,2016,2,23,2,18,29,9,21,500,57,-0.1,1032.6,-16,0,NNW,1.2,Aotizhongxin
1275,2016,2,23,3,18,30,12,25,500,53,-0.3,1032.5,-15.4,0,NW,1.5,Aotizhongxin
1276,2016,2,23,4,21,31,12,27,600,NA,-0.5,1032.5,-15.6,0,NNW,1.6,Aotizhongxin
1277,2016,2,23,5,11,19,6,12,500,63,-1,1033.1,-17.7,0,NW,3.2,Aotizhongxin
1278,2016,2,23,6,8,15,5,15,400,63,-1.5,1033.4,-17.7,0,NW,3.2,Aotizhongxin
1279,2016,2,23,7,5,13,7,19,500,59,-2,1033.8,-18.6,0,NW,2.6,Aotizhongxin
1280,2016,2,23,8,7,20,9,28,500,52,-1.4,1034.8,-18.9,0,NW,2.5,Aotizhongxin
1281,2016,2,23,9,9,21,9,15,400,64,-1.1,1035.5,-20.2,0,NNW,3.4,Aotizhongxin
1282,2016,2,23,10,7,15,5,8,300,74,-0.5,1036,-20.8,0,N,3.3,Aotizhongxin
1283,2016,2,23,11,9,15,5,6,300,77,-0.3,1036.1,-20.6,0,NW,4.4,Aotizhongxin
1284,2016,2,23,12,13,19,6,7,300,78,0.8,1035.7,-21.6,0,N,3.8,Aotizhongxin
1285,2016,2,23,13,11,11,5,5,300,81,1.2,1034.7,-22.7,0,N,4,Aotizhongxin
1286,2016,2,23,14,11,14,6,6,300,82,2.3,1033.8,-22.5,0,NNW,3.8,Aotizhongxin
1287,2016,2,23,15,34,34,5,6,300,84,2.4,1033.3,-24.2,0,N,3.8,Aotizhongxin
1288,2016,2,23,16,19,19,4,6,300,82,1.8,1033.5,-23.8,0,N,4,Aotizhongxin
1289,2016,2,23,17,7,10,4,7,300,80,1.6,1033.3,-23.9,0,NNE,2.8,Aotizhongxin
1290,2016,2,23,18,11,13,6,12,300,74,0.6,1033.9,-23.1,0,NNE,1.9,Aotizhongxin
1291,2016,2,23,19,10,19,8,18,400,66,0.1,1034.3,-23.6,0,N,2.5,Aotizhongxin
1292,2016,2,23,20,14,18,9,20,400,63,-0.6,1034.5,-22.7,0,N,2.5,Aotizhongxin
1293,2016,2,23,21,14,20,14,25,500,58,-1.4,1034.7,-22.7,0,N,1.4,Aotizhongxin
1294,2016,2,23,22,18,18,8,26,400,57,-2.9,1035,-20.7,0,ENE,0.7,Aotizhongxin
1295,2016,2,23,23,9,11,6,24,400,59,-3.4,1034.7,-19.8,0,ENE,1.4,Aotizhongxin
1296,2016,2,24,0,15,19,7,29,500,51,-4.2,1034.6,-20,0,ENE,0.7,Aotizhongxin
1297,2016,2,24,1,14,15,7,28,500,51,-5,1034.6,-18.8,0,NE,0.8,Aotizhongxin
1298,2016,2,24,2,15,18,8,39,600,39,-5.9,1034.3,-18,0,NNE,0.7,Aotizhongxin
1299,2016,2,24,3,16,16,7,44,700,30,-6.2,1033.9,-17,0,NE,0.9,Aotizhongxin
1300,2016,2,24,4,27,30,14,65,1000,9,-6.3,1033.2,-17.1,0,E,0.6,Aotizhongxin
1301,2016,2,24,5,37,37,19,61,1200,13,-6.4,1033.1,-16.7,0,ENE,2.1,Aotizhongxin
1302,2016,2,24,6,40,44,17,66,1200,8,-6.8,1032.8,-17.3,0,ENE,2,Aotizhongxin
1303,2016,2,24,7,25,25,17,69,1300,7,-7.9,1032.8,-16.1,0,E,1.1,Aotizhongxin
1304,2016,2,24,8,25,33,18,64,1400,14,-5.3,1032.9,-17.7,0,ENE,1.5,Aotizhongxin
1305,2016,2,24,9,62,62,29,59,1700,17,-2.4,1032.6,-16.9,0,E,1.2,Aotizhongxin
1306,2016,2,24,10,61,61,28,56,1800,23,0,1032.1,-16.4,0,ENE,0.9,Aotizhongxin
1307,2016,2,24,11,46,46,20,56,1700,30,1.6,1031.3,-16.8,0,E,1.6,Aotizhongxin
1308,2016,2,24,12,47,47,16,55,1500,42,3.8,1029.9,-17.8,0,SE,1.3,Aotizhongxin
1309,2016,2,24,13,29,29,10,22,700,73,4.8,1028.5,-19,0,WSW,3,Aotizhongxin
1310,2016,2,24,14,26,26,10,16,600,80,5.4,1027.5,-19.2,0,WSW,3,Aotizhongxin
1311,2016,2,24,15,23,26,8,16,500,82,5.4,1027,-19.2,0,SW,2.6,Aotizhongxin
1312,2016,2,24,16,19,26,8,15,500,82,6.2,1026.9,-19.4,0,W,2.6,Aotizhongxin
1313,2016,2,24,17,25,49,10,16,500,77,5.7,1026.7,-19,0,NW,3.9,Aotizhongxin
1314,2016,2,24,18,21,71,6,18,500,70,5.4,1027.2,-17.8,0,NW,3.2,Aotizhongxin
1315,2016,2,24,19,12,106,5,19,400,65,4.8,1028,-18.3,0,NW,3.9,Aotizhongxin
1316,2016,2,24,20,9,104,3,13,300,71,4.6,1029,-19.9,0,WNW,4.6,Aotizhongxin
1317,2016,2,24,21,6,86,2,11,300,70,3.9,1030,-20.5,0,NW,4.1,Aotizhongxin
1318,2016,2,24,22,8,62,4,15,400,64,3.1,1030.5,-20.4,0,NW,4,Aotizhongxin
1319,2016,2,24,23,11,41,4,16,400,62,0.9,1030.6,-19,0,E,1,Aotizhongxin
1320,2016,2,25,0,9,34,5,27,500,48,1.1,1030.5,-19.4,0,NNW,1.5,Aotizhongxin
1321,2016,2,25,1,16,36,6,45,600,30,1,1030.6,-18.4,0,N,1.8,Aotizhongxin
1322,2016,2,25,2,17,44,11,43,800,29,0.2,1030.8,-18.5,0,N,1.2,Aotizhongxin
1323,2016,2,25,3,16,36,11,47,700,27,-0.7,1030.1,-17.9,0,NNE,1.2,Aotizhongxin
1324,2016,2,25,4,21,34,10,61,800,NA,-2.9,1029.8,-15.9,0,NNE,0.9,Aotizhongxin
1325,2016,2,25,5,13,28,7,41,600,31,-2.1,1029.4,-17,0,NE,1.9,Aotizhongxin
1326,2016,2,25,6,23,49,17,55,1100,17,-2.9,1029.8,-17,0,N,1,Aotizhongxin
1327,2016,2,25,7,20,46,10,51,900,19,-4.2,1030,-15.8,0,N,1.5,Aotizhongxin
1328,2016,2,25,8,19,45,7,56,1000,15,-1.7,1030.5,-15.5,0,WSW,1.2,Aotizhongxin
1329,2016,2,25,9,22,55,10,55,1300,19,0.4,1030.7,-16.9,0,ENE,1.3,Aotizhongxin
1330,2016,2,25,10,19,29,5,26,700,51,1.9,1030,-17.1,0,NE,1.5,Aotizhongxin
1331,2016,2,25,11,20,38,7,37,800,43,4.2,1029.2,-16.2,0,ESE,1.1,Aotizhongxin
1332,2016,2,25,12,36,62,16,42,1100,44,4.6,1028.2,-17.1,0,SSW,1.3,Aotizhongxin
1333,2016,2,25,13,40,67,18,35,900,54,5.2,1027.2,-17.3,0,SW,2.7,Aotizhongxin
1334,2016,2,25,14,36,56,14,24,700,69,6.3,1025.6,-17,0,WSW,2.7,Aotizhongxin
1335,2016,2,25,15,38,60,13,24,700,72,7,1025.1,-17.2,0,SW,2.7,Aotizhongxin
1336,2016,2,25,16,39,60,14,29,800,71,6.4,1024.9,-16.9,0,WSW,2.6,Aotizhongxin
1337,2016,2,25,17,43,68,14,33,900,69,6.8,1024.8,-16.6,0,WSW,3.3,Aotizhongxin
1338,2016,2,25,18,46,75,15,48,1000,53,6,1025.4,-15.9,0,W,2.8,Aotizhongxin
1339,2016,2,25,19,19,44,5,27,500,63,5.9,1026.2,-18.1,0,NW,3.3,Aotizhongxin
1340,2016,2,25,20,11,27,3,21,400,64,5.2,1026.9,-17.9,0,NW,2.6,Aotizhongxin
1341,2016,2,25,21,7,31,3,20,400,65,4.9,1027.7,-18.2,0,WNW,4.1,Aotizhongxin
1342,2016,2,25,22,7,36,2,17,300,69,4.2,1027.9,-18.1,0,WNW,5.1,Aotizhongxin
1343,2016,2,25,23,5,36,2,12,300,73,3.3,1028.4,-18.2,0,WNW,4.1,Aotizhongxin
1344,2016,2,26,0,4,30,2,10,300,73,2.8,1028.3,-18,0,WNW,4.5,Aotizhongxin
1345,2016,2,26,1,6,27,4,11,300,70,2.1,1028.3,-18,0,WNW,2.7,Aotizhongxin
1346,2016,2,26,2,8,24,3,11,300,69,1.9,1027.9,-19.4,0,WNW,3.3,Aotizhongxin
1347,2016,2,26,3,5,20,2,9,300,69,1.6,1027.1,-20.2,0,NW,3.8,Aotizhongxin
1348,2016,2,26,4,6,18,2,14,300,63,1.1,1026.5,-20.6,0,NW,1.6,Aotizhongxin
1349,2016,2,26,5,5,15,3,17,300,59,-0.7,1026,-20.4,0,WNW,0.8,Aotizhongxin
1350,2016,2,26,6,3,14,3,23,400,53,-3.6,1025.3,-18.3,0,E,1.1,Aotizhongxin
1351,2016,2,26,7,5,13,3,34,400,41,-4.1,1024.7,-16.3,0,ENE,1.8,Aotizhongxin
1352,2016,2,26,8,9,26,7,48,700,25,0.8,1024.6,-17.5,0,ESE,1,Aotizhongxin
1353,2016,2,26,9,29,53,17,53,1100,24,2.7,1024.3,-17.5,0,E,1,Aotizhongxin
1354,2016,2,26,10,39,57,21,37,1000,43,1.7,1023.2,-17.8,0,SSW,3,Aotizhongxin
1355,2016,2,26,11,44,71,18,33,1100,51,3.4,1022.3,-17.5,0,WSW,4,Aotizhongxin
1356,2016,2,26,12,47,69,19,27,900,62,4.6,1020.4,-17.1,0,SW,4,Aotizhongxin
1357,2016,2,26,13,61,79,18,23,900,74,6.4,1018.9,-16.3,0,SW,3.9,Aotizhongxin
1358,2016,2,26,14,50,88,21,25,800,73,6.2,1017.3,-16.4,0,WSW,3.2,Aotizhongxin
1359,2016,2,26,15,44,83,16,23,700,77,7.3,1016.6,-16.2,0,SW,3.9,Aotizhongxin
1360,2016,2,26,16,48,90,16,25,700,81,7.6,1016.1,-15.3,0,SW,2.4,Aotizhongxin
1361,2016,2,26,17,55,86,15,29,800,78,7.5,1015.7,-14.7,0,WSW,2.7,Aotizhongxin
1362,2016,2,26,18,57,95,17,43,900,62,6.6,1015.8,-14.8,0,SW,2,Aotizhongxin
1363,2016,2,26,19,62,106,18,63,1000,38,3.9,1016.6,-13,0,WSW,0.6,Aotizhongxin
1364,2016,2,26,20,69,113,19,72,1200,30,4.7,1017.7,-12.7,0,NE,1.5,Aotizhongxin
1365,2016,2,26,21,74,130,26,94,1600,8,5.3,1018.8,-13.2,0,NNE,1.6,Aotizhongxin
1366,2016,2,26,22,57,100,20,41,900,46,4.8,1019.2,-11.3,0,ESE,0.7,Aotizhongxin
1367,2016,2,26,23,20,46,14,31,600,48,5.2,1019.5,-6.7,0,NW,2.1,Aotizhongxin
1368,2016,2,27,0,21,42,15,40,600,36,4.7,1019.7,-7.5,0,NW,1.6,Aotizhongxin
1369,2016,2,27,1,15,18,11,22,500,56,4.2,1019.9,-9.9,0,NNW,1.6,Aotizhongxin
1370,2016,2,27,2,10,11,7,18,400,62,2.6,1020,-10.3,0,ENE,1.1,Aotizhongxin
1371,2016,2,27,3,4,7,5,17,300,65,1.6,1020.3,-10.3,0,NE,1,Aotizhongxin
1372,2016,2,27,4,10,17,7,26,500,NA,1.3,1020.3,-11.2,0,NE,1.2,Aotizhongxin
1373,2016,2,27,5,23,35,9,34,700,39,0.1,1020.5,-11.9,0,N,1.7,Aotizhongxin
1374,2016,2,27,6,15,20,6,24,600,53,0.1,1020.8,-12.6,0,N,1.5,Aotizhongxin
1375,2016,2,27,7,15,19,7,32,500,44,-2,1020.9,-11.6,0,E,1.2,Aotizhongxin
1376,2016,2,27,8,17,26,8,34,600,42,0.5,1021.6,-12.2,0,NE,1.5,Aotizhongxin
1377,2016,2,27,9,16,28,8,25,600,54,2.4,1022,-12.3,0,ENE,2.1,Aotizhongxin
1378,2016,2,27,10,18,28,6,20,500,62,4.6,1021.9,-12.4,0,NE,1.9,Aotizhongxin
1379,2016,2,27,11,16,23,5,15,500,70,5.4,1021.5,-12.6,0,NE,2.3,Aotizhongxin
1380,2016,2,27,12,15,20,5,12,400,75,6.5,1021,-11.2,0,ENE,2.1,Aotizhongxin
1381,2016,2,27,13,12,17,5,12,400,77,8.1,1020.3,-11.3,0,ENE,1.3,Aotizhongxin
1382,2016,2,27,14,14,15,5,13,400,79,7.7,1019.4,-11.1,0,ESE,1.6,Aotizhongxin
1383,2016,2,27,15,17,23,4,21,500,73,7.7,1019.1,-11.1,0,WSW,1.9,Aotizhongxin
1384,2016,2,27,16,26,43,6,28,500,68,7.8,1018.7,-11.6,0,WSW,1.3,Aotizhongxin
1385,2016,2,27,17,29,38,8,26,500,71,7.2,1018.7,-11.6,0,SW,2,Aotizhongxin
1386,2016,2,27,18,30,38,7,27,500,69,6.5,1018.8,-11.7,0,SW,1.2,Aotizhongxin
1387,2016,2,27,19,30,48,8,33,600,59,6.3,1019.5,-11.8,0,SSW,2.5,Aotizhongxin
1388,2016,2,27,20,32,52,15,42,700,42,5.2,1020.6,-9.8,0,SSW,2.2,Aotizhongxin
1389,2016,2,27,21,33,55,18,41,900,40,4.2,1021.3,-9.2,0,SW,2.1,Aotizhongxin
1390,2016,2,27,22,36,61,15,35,800,47,4.3,1022.1,-10.6,0,SSW,1.6,Aotizhongxin
1391,2016,2,27,23,39,43,20,55,1400,27,1.6,1023,-6.7,0,ENE,3.6,Aotizhongxin
1392,2016,2,28,0,57,103,19,61,1500,11,0.8,1022.9,-7.2,0,SE,2.8,Aotizhongxin
1393,2016,2,28,1,61,102,17,61,1500,4,0.9,1023.7,-7.1,0,E,1.4,Aotizhongxin
1394,2016,2,28,2,56,77,12,61,1300,2,0.4,1023.6,-6,0,E,2,Aotizhongxin
1395,2016,2,28,3,52,68,12,61,1300,3,-1.1,1023.3,-7.1,0,ENE,1.6,Aotizhongxin
1396,2016,2,28,4,62,74,11,56,1200,4,-1.7,1023.2,-8,0,ESE,1.3,Aotizhongxin
1397,2016,2,28,5,63,75,10,57,1600,6,-3.1,1023.2,-8.6,0,E,0.5,Aotizhongxin
1398,2016,2,28,6,57,64,8,55,1600,7,-3.8,1023.4,-8.3,0,ENE,0.4,Aotizhongxin
1399,2016,2,28,7,56,68,6,57,1600,3,-4.6,1023.8,-8.7,0,ENE,0.5,Aotizhongxin
1400,2016,2,28,8,62,90,8,55,1700,5,-1,1024.4,-7,0,NE,0.9,Aotizhongxin
1401,2016,2,28,9,94,97,23,54,2200,14,1.3,1025.3,-7,0,ENE,1.3,Aotizhongxin
1402,2016,2,28,10,64,64,28,38,1500,39,3.1,1025.2,-10.2,0,NW,2.1,Aotizhongxin
1403,2016,2,28,11,40,40,18,22,900,59,4.3,1025,-14,0,NNW,3,Aotizhongxin
1404,2016,2,28,12,15,25,4,9,400,77,4.9,1024.9,-15.1,0,NNW,4,Aotizhongxin
1405,2016,2,28,13,15,28,3,8,400,80,4.9,1024.6,-15.1,0,NNW,3.9,Aotizhongxin
1406,2016,2,28,14,15,42,2,7,300,83,4.9,1024.6,-17.5,0,N,4.8,Aotizhongxin
1407,2016,2,28,15,10,47,2,7,300,83,5,1025.2,-20.4,0,N,4.7,Aotizhongxin
1408,2016,2,28,16,10,51,2,6,300,83,4.2,1026.4,-23.8,0,N,5.2,Aotizhongxin
1409,2016,2,28,17,7,56,2,6,300,83,2.8,1027.5,-23.9,0,N,5.7,Aotizhongxin
1410,2016,2,28,18,10,58,2,7,300,80,1.5,1028.8,-24,0,N,4.1,Aotizhongxin
1411,2016,2,28,19,8,44,3,8,300,79,0.4,1030.2,-22.6,0,N,5.8,Aotizhongxin
1412,2016,2,28,20,9,35,3,9,300,75,-0.4,1031.1,-21.3,0,N,5,Aotizhongxin
1413,2016,2,28,21,10,21,4,11,300,72,-1,1031.3,-21.2,0,NNE,4.7,Aotizhongxin
1414,2016,2,28,22,11,17,4,14,300,68,-1.4,1031.6,-20.4,0,NNE,3.5,Aotizhongxin
1415,2016,2,28,23,9,14,4,15,300,66,-1.8,1031.2,-19.8,0,NNE,3,Aotizhongxin
